uniprot	pca0	pca1	pca2	pca3	pca4	pca5
H2A2A	3.228100741768124	2.423788360426425	2.5265704689909394	2.2483311973537186	0.9860849815009873	2.6348154988892825
HHATL	1.1239694688171324	2.1437825023903816	2.4222111932617256	1.1098554296238594	2.1563341312460733	2.1842408643777627
GTR8	0.5597524547861357	2.4382109557284557	2.4806541655539527	1.5495831048936646	2.048795726622395	1.934429152726023
HES5	3.05568015705641	2.5988637110624135	1.4449419039260158	1.3215285746322065	1.1771984992940392	1.8203376411497119
HMGN1	3.1724777361460923	1.9864468439063623	2.689728972503056	2.3296661673789023	1.565861678846637	1.9345433040769762
HLAB	0.31759592270673687	2.623245841497805	2.3485993082095225	2.7202867025382647	1.709416355259829	2.2830340424650766
HPTR	1.82690022770023	1.4224692641812253	0.910534022262526	2.6208354193600063	1.8703604011090929	2.326701970778177
HORM1	2.752110681159009	1.8433783022418508	2.230263577605631	2.0076103580686744	1.6248497699388347	2.192254075278432
IGFL1	1.5173297407833992	1.565133516944016	0.7600087882766164	2.9174077528546993	1.7655529630552877	2.3857925670781217
HYPM	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
IF16	3.781838314338747	3.1891178355551397	2.533859116049641	2.595513806551118	0.9992192394114641	1.5690379577776894
IGSF1	0.29783182493579763	2.6636292158967048	1.4098797021012093	2.947594787426377	2.012923925429955	2.0786430662662787
IF1AX	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
IF4E2	2.975794484398734	1.7580125824887132	2.91913968393183	2.625034674912459	1.66033235156205	2.3237345919101537
3HIDH	2.4278025198075026	1.3810210806193761	1.9862594875417199	1.6719391718795018	2.03110720399639	2.478123248581297
2A5D	2.979587782385789	2.0426041620406172	2.54209725001608	2.7123277903077736	2.1184506010469306	1.5286520063847422
2ABG	2.369544897275934	1.6785249267477895	1.5818016977760387	1.8464955654133188	2.3624230601628184	1.6930357436460082
1433S	2.9759457488275745	1.8525380077416167	2.4000163285391016	2.6875232076685225	1.594458554490433	1.948157751517732
AAA1	0.8726220225210279	2.213886189317961	2.28747013236312	1.4539294959802223	2.0512845142499185	2.145571283882937
AB17A	1.8442295918197669	1.8769597032273673	2.661644776822553	2.2372580709704124	2.1566097792259176	1.9763604477153582
ADH1B	2.992680469581686	2.048206502215661	2.563724485497804	2.4589253440897805	2.89777233514951	2.4416998049124734
AMFR	1.519889781444752	3.2663367302143618	2.7287918907529463	1.6099666272272461	3.188954701511096	2.940399195762864
AGO3	2.997983786909889	1.917636794120627	2.747165148876015	2.6566500273693894	2.438111810895789	2.5891586155163484
AKAP4	2.466541022280726	1.5201960860583132	2.2734233360176335	2.087617006434738	2.0026869120984614	2.175947249743943
AKD1A	2.369544897275934	1.6785249267477895	1.5818016977760387	1.8464955654133188	2.3624230601628184	1.6930357436460082
AGRE2	0.1225191194761337	2.878671961541745	1.8657561391004338	2.8939845840847553	2.1262818821050424	1.6323387272154157
ADAM5	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
ADAM8	0.6850566432436198	2.9475426485040175	1.4688001474331416	2.29409599421721	2.7850060047521428	2.775193967776
AGM1	2.7046558547324397	1.8936257118855755	2.4494879750203156	2.359665590441594	2.370021893644337	3.0095180149645033
ADCYA	2.407222923142258	2.429794253708719	2.7670301420035757	2.536680265093444	3.226519800312184	1.224739328405891
ARI2O	1.1677928431955076	2.119321385526728	2.3694086635460296	1.1488390880566457	2.132130851809913	2.104064881110405
ANKS6	2.6940181235075062	1.7194219458570796	2.585257008428082	2.792334438673837	2.4962877432065573	1.5123451808502533
APEX2	3.2578030022363755	2.734619505434769	1.7154239928173758	1.8018347027799804	3.0664887605737214	2.207119762238996
AOXA	2.753875278267357	1.7580793103705163	2.4378136552624583	2.338556234459969	2.658485798811718	2.0920602551062655
AR26L	2.369544897275934	1.6785249267477895	1.5818016977760387	1.8464955654133188	2.3624230601628184	1.6930357436460082
AP2A	3.43790119924875	3.089789434293682	2.209790572685226	2.114313340554269	0.6673960168883104	2.465633132788412
AP3S1	2.012458097637462	1.7734890660526532	2.634719654551063	1.8936435936908493	2.0383986208312863	2.212547653953033
ANR49	2.8120649662387778	2.098761536617752	2.106053190589548	2.2553334192785597	1.8869054942979313	1.7512548094603477
APOL5	2.4140877492595925	1.3449079880787393	2.175995763647121	1.831779744590866	2.32698183404841	1.68924022956792
ANR54	3.096508640936225	1.9875283248721167	2.663202998027652	2.6642159973787956	1.9828876950036285	1.5276209159926255
AQP7	1.2554144186658247	2.5596925226839637	3.3261053077374996	2.199448395242832	2.4594184014335765	1.1474005717094715
AMPD2	2.715934176792311	2.1896844259733856	2.0907727959863913	2.296007681269765	2.9034214024846365	3.035088769982612
AMPH	2.3288249359896227	1.5412829126284193	3.012617447710096	2.3588179131015887	2.33521527299312	1.4430043925592553
ARP3B	2.574394078642971	1.198266827522012	2.4831218961780754	2.231220937453288	2.645457426076577	1.7544042078926185
ANGT	1.5177905854706188	1.609955138312824	0.8688796653342223	3.0928129261679715	1.7917676655969281	2.617754582803038
ARV1	1.0618654791079873	2.211349415411984	2.673892566805404	1.236678645608623	2.203832927825042	2.4259729190070285
ASPH	0.9194308200005752	3.0943877369808908	2.436225809749766	2.6414228954343897	2.590454747296319	2.4786206388954173
CNOT6	3.2721570447152897	2.810564319381737	1.6335816279452395	2.04929651193755	2.389330435767289	1.341607454683035
AT2B2	1.20775676953359	2.672025178288228	3.300543864028442	1.8911151776679103	2.7046888488249197	2.6812888296203075
BYST	2.919172652618801	1.7423993062959076	2.557436759974557	2.2891995557846156	1.830180174146194	1.73768925647791
BUD31	3.0371384800044297	2.334307741852575	1.772602941535873	1.5356487238065082	1.2228205875902725	2.085345444216245
BT2A2	0.48633400414746797	2.278851794414181	1.7686561191683121	2.2251642952561745	1.8817944981819978	2.1612322510958273
BIRC1	2.6703269927599336	2.245643228426849	1.6551372545859921	2.0605503360097415	3.4237143759600714	2.4500685414116465
BT3A2	0.40950415747458924	2.5420734014886643	2.3795794715208665	2.7950433008450424	1.7204118252018772	2.09036198740915
BNC2	3.715647552195585	3.9849742475860306	1.905301337888608	2.4490174219988448	2.198625382268132	2.4788938584389753
BCLA3	2.6921810140749685	1.8373793982815285	2.4122606541741463	2.1620253841039974	1.6044382225506828	2.660525799162281
CATD	1.5250271226914718	1.595378228956105	0.8442069062033082	3.1633726681349192	1.8671842310961115	2.7555476386805378
CB080	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
CC125	2.6838126644687317	1.3751929545687984	2.608931073032882	2.3332600067113987	2.1793255975802106	1.734600218777001
CCD93	2.454185858612575	1.4989172421675359	2.4245683871500288	2.003088851666949	1.99527928741018	2.1989350764818725
CCD9B	2.5167506930089396	1.4761719505147415	2.281757890663956	2.0516708089954574	1.9739951933728515	2.189165037577523
CC062	2.468665832619463	1.5328832736602287	2.1979751976369166	2.015897869121466	1.938796443994643	2.3016611093660915
CCD14	2.722467836575259	1.3234224118887892	2.7186834872820227	2.4324902312036967	2.256897190193805	1.5418878868766637
CCD87	2.3576754725856417	1.3664303692264013	1.7897947778191614	1.6345454440774245	2.1355660851819303	2.021538937675524
CASQ2	2.0903364383353824	2.04830214757977	1.759725140215363	2.919252112130752	2.2959654257371986	2.916514167537512
CAN6	2.515307755762484	1.2703921537459357	2.1429376814101886	1.9795919264116721	2.383269332624675	1.4867578587632333
CCG4	0.7188276752094336	2.547952537016796	2.9726172783987472	1.9667084698116977	1.8872248348133158	2.102055252628022
CCG8	1.028398162126264	2.4052882842540058	3.1231425123846566	1.6701361363170049	1.992032272867121	2.042964656328077
EI2BB	2.3100514568833845	1.4679633137406967	1.8148829618497277	1.7741776775167053	2.126582038345362	2.3659970251890083
EF1D	3.332137080717363	2.698351076551062	2.1668816418399883	1.8659473199345338	0.9062794039832986	2.2188946663845104
ESX1	3.2826964135959704	2.7532679494923715	1.6479046992788589	1.8508408335580335	1.644584627860495	0.9247735565311059
FM25E	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
FNDC1	1.9689652325645806	1.8584388204698192	1.3525105417743106	3.2285838137305323	1.9681682272026286	2.080683037293854
FBW10	2.4176297576654107	1.6218136036023023	1.6655843908030783	1.8822685052873103	2.3976218095410267	1.5805396718574398
FBX44	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
FHR2	1.5772840258631682	1.820516751319917	0.6357984012605333	3.165130814064585	2.0276086874143844	1.9447933012600376
FHR1	1.5772840258631682	1.820516751319917	0.6357984012605333	3.165130814064585	2.0276086874143844	1.9447933012600376
FETA	1.854506720474568	2.2564333652644883	1.0404267893619434	3.6233253466051787	2.3803967462150215	2.3573833657027325
FXYD6	0.9178607825565717	2.143824644311234	2.202958184282237	1.4905646993068964	2.074817712492246	2.192671401620618
FANCF	2.593035460735711	1.7336367209535104	1.7383004647608364	1.5904849931506413	1.7864206617479135	2.0246279753764327
FBN2	1.5777448705503874	1.8653383726887252	0.7446692783181392	3.340535987377857	2.0538233899560248	2.176755316984954
FPPS	2.733887526430487	1.6995032988071979	2.375465044482925	2.2499687882848654	2.889574283044307	2.6238183363751575
FX4L5	3.05568015705641	2.5988637110624135	1.4449419039260158	1.3215285746322065	1.1771984992940392	1.8203376411497119
GAB3	2.468665832619463	1.5328832736602287	2.1979751976369166	2.015897869121466	1.938796443994643	2.3016611093660915
GA45A	2.752110681159009	1.8433783022418508	2.230263577605631	2.0076103580686744	1.6248497699388347	2.192254075278432
GAG2A	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
G3ST2	0.8794672769402296	2.2785838024454246	2.309650429498598	1.4712507865967015	2.17997450713964	2.3996467175235248
GAGE1	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
FSTL3	2.346525410857075	2.851678597888636	0.9643757457799012	3.391839018201398	1.0978392508935182	1.8327989105813898
GG12C	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
GGT1	0.41819276078679146	2.4893064310132864	2.179188882206461	2.0482365344865694	2.1534488598704584	2.330679773680531
GLIS1	3.46934989029288	3.748350277764909	1.0427682565887189	1.5694058872867749	2.553457572875966	1.7995214890665419
GIMA5	1.2000252465292727	2.081773643181251	2.514409952232432	1.2417270553726962	2.2406049129654533	2.309692810661618
GDE1	0.7477013005914552	2.727063787375173	2.2258361851935815	1.7097939718116826	2.6172871486939653	2.307416134239869
GLT14	1.0745792517670476	2.533914094477303	2.1480919110721404	1.5694199859766553	2.697010464205838	2.6172564496324586
GPR85	0.20777265191207794	2.6138574431308927	2.167711016143756	1.96984598523678	1.8769214998916426	1.9684293385922265
GOG6B	2.3576754725856417	1.3664303692264013	1.7897947778191614	1.6345454440774245	2.1355660851819303	2.021538937675524
GPT2L	2.6913508097012864	1.8692457942343483	2.3619898764937264	2.2161520968122232	1.5643501508563527	2.547368485377876
GPC5B	0.4559100067492945	2.6290763625488536	2.5223596511919717	2.4625902119142737	1.7146805268887313	2.1029795729645486
GOG6D	2.3576754725856417	1.3664303692264013	1.7897947778191614	1.6345454440774245	2.1355660851819303	2.021538937675524
GP183	0.7202417336305815	2.5564736547927893	2.7573968332587637	2.1293826750929066	1.7959547667002087	1.996788858926923
GPCP1	2.642964341300108	1.4173273683575665	2.500475620874929	2.3680468088043556	2.2195434137011856	1.9848893464430695
GOT1A	1.1052280087991428	2.1420666771795225	2.512219160032102	1.100257130728137	2.1534149458472416	2.1138349200147544
GRB1L	1.1682536878827268	2.1641430068955363	2.4782795406036353	1.324244261369918	2.1583455543515533	2.336026896835321
GSTM1	2.656972724740808	1.4485024418701915	2.6159153799443207	2.3233264318827707	2.2967779415855345	2.083587530678745
HEY1	3.05568015705641	2.5988637110624135	1.4449419039260158	1.3215285746322065	1.1771984992940392	1.8203376411497119
CPEB2	2.6956820891590234	1.6872875120901867	2.4009379929897596	2.545210128047293	2.406182572561099	1.4060970247474855
DC1L1	2.6730292750086413	1.3434408880650621	3.042447367128226	2.5280452077295408	2.4412801602010084	2.0575142063211156
DESI1	2.767333969416356	1.6180808156508484	2.0408008879988486	1.9426339328335305	2.0671676314544563	1.7078562124534107
DJC15	1.265133433596123	2.219941862515043	3.054453050557317	1.463255782937944	2.0319321257324927	2.394618333701158
DHRS2	2.8703225887703465	1.8012576904893387	2.510510980355229	2.0807770257447427	1.5555896381315026	2.536342314395636
DHRS3	1.1677928431955076	2.119321385526728	2.3694086635460296	1.1488390880566457	2.132130851809913	2.104064881110405
DHX40	2.378038282636242	1.3491266443931607	1.9460754020483784	1.849242119898725	2.374081526650988	2.6651882740931265
DMTF1	3.2747096625594763	2.9639885267266552	1.8126946297547273	1.986377000760125	1.2776833318440568	1.546964475233627
DNA2	3.0342267379520833	2.2427994686574566	2.1824629245402325	2.043768848667828	2.3764780821413094	3.34271858165455
DISC1	2.786907797607467	1.5181769552217483	2.441005830974458	2.161492381268195	2.0841098605589234	1.7331264767708539
DNAL1	2.850054998851689	1.657397187377378	2.9249860477464003	3.018858043550429	2.46451113231849	1.5505637742827152
DNJB2	2.7785326341562375	2.4142385513819224	3.1139871158467143	2.6718006914020798	1.898966707325653	1.6372877841423588
DND1	2.820051717275272	1.8880409593834684	1.9412632601136797	2.1197972520764683	2.2538067903143695	1.129063890757827
DNJB5	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
EED	3.2566288301947153	2.7442541788856247	2.24922654442219	2.375902323247699	1.34952012268193	2.043934294025076
DRS7B	1.1239694688171324	2.1437825023903816	2.4222111932617256	1.1098554296238594	2.1563341312460733	2.1842408643777627
DS13A	2.48388912087681	1.3075857870692262	2.0085125080301345	1.9509214438863225	2.3811143055102644	1.8172632465410703
DSG1	0.7721270426310982	3.1085234795278454	2.3090006944033417	2.694390224551413	2.563758182389804	1.9750863940521475
DOCK3	2.636188648766474	1.4767258990830938	2.634019257063448	2.4728922401506797	2.1703415507436423	2.0790583062904857
DRD1	0.20564784157334137	2.6011702555289773	2.2431591545244727	2.0415651225500517	1.9408119679954612	1.8427154789700781
DYH10	2.3728627371953865	1.5396029915152165	2.2921689682031223	2.811289272031858	2.8379044617600773	1.2599994665859109
DPH3B	2.549161574460941	2.049698132672956	1.514611565214905	1.632917401071512	2.9633610262528918	2.4977075984781965
DYH8	2.8415084445355148	1.5066803200407661	2.934657315033826	2.931842303455198	2.7811410080048033	1.3685349701879654
EFC11	2.487692371464036	2.0046999594040202	1.4944669730326543	1.8875647330358802	2.876782010772534	1.937999708186704
ENTP4	0.6328529072214149	2.319228241071238	1.9694616427602238	1.8696435287703714	2.000609547657968	2.332684897156032
F157A	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
EHD4	2.135858175582632	2.160706478420532	3.018247374285713	2.4432516134253928	2.6206111180790526	2.8335363500850366
F162B	1.1677928431955076	2.119321385526728	2.3694086635460296	1.1488390880566457	2.132130851809913	2.104064881110405
F243A	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
ERVV1	0.6708551300361056	2.2637436054212303	1.9096224538102553	1.835718990130098	1.9487261804011125	2.241991959016213
ESF1	3.244298560817204	2.387337999995428	2.348348747407707	1.9885470285985325	1.0964484451594019	2.1404754723296753
EPAB2	2.476652583655957	1.322162696425945	2.0331852671610484	1.8803617019193746	2.305697740011081	1.6794701906635705
ERPG3	2.9752565029280515	2.224562444184779	2.503149133520046	2.3832697590727037	1.2766181793421845	2.6699234670151326
EST3	1.5434600756011267	1.6492676319117634	1.0496066179721466	2.670900855063132	1.914452077732942	2.5216674903829412
FNIP2	2.2420849034936188	1.6497647784539158	2.8190823404339165	2.2238147487352995	2.222444931001317	1.7482127962481613
FMO3	1.2835055339276495	2.29834570504753	3.0230451831641254	1.7023859678551645	2.0209779419786345	2.583828980004678
EPHB1	0.7156858035551272	3.0133210437632587	2.933148106557545	3.1080223197693164	2.2051330881698115	2.294492275588809
EPHB2	0.48354066196423173	3.1299621772705053	2.8172699559461685	3.637099858334674	2.1292173591141283	2.558190655181908
FBX28	2.468665832619463	1.5328832736602287	2.1979751976369166	2.015897869121466	1.938796443994643	2.3016611093660915
FBXW9	2.646001820936887	1.7780122922364376	2.3037414356900117	2.390914310715646	2.0915039648520777	2.091592768880807
FFAR2	0.48420201256856776	2.517576814128801	2.3396575140970426	1.6551572784174813	1.9548486520528057	1.8565169914566857
FDSCP	1.749935727061514	1.4933140048055775	0.9847578159455992	2.563735387602614	1.867683394652611	2.354056203209939
FIS1	1.564570239414166	2.3713309639690783	3.2456668068157146	1.7593717912089257	1.7148574782800519	2.744153599329392
FAN1	3.281098639797283	2.8954036323415693	2.224328755913441	2.409743135225747	2.6894407866672467	2.9980705680269772
FBLN5	1.5777448705503874	1.8653383726887252	0.7446692783181392	3.340535987377857	2.0538233899560248	2.176755316984954
FANCB	2.710417163973366	1.7233825051538183	1.9682770898300146	1.7177783735349357	1.6770724582462515	2.2555589007092323
FUT2	0.8794672769402296	2.2785838024454246	2.309650429498598	1.4712507865967015	2.17997450713964	2.3996467175235248
GATA4	3.4698107349800997	3.7931718991337173	1.1516391336463248	1.7448110606000473	2.5796722754176065	2.031483504791458
FUT3	0.8794672769402296	2.2785838024454246	2.309650429498598	1.4712507865967015	2.17997450713964	2.3996467175235248
FRITZ	1.9440501075089234	1.9292503484145027	2.615940509768261	2.5535206208168284	2.8139365292575036	0.8146268911418322
FRPD3	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
FSHR	0.12464392981487005	2.8913591491436605	1.7903080007197172	2.822265446771484	2.062391414001224	1.758052586837564
FSD2	2.8681365776647487	1.8313296362379812	2.025045953140719	2.15557019195046	2.2890055396925777	1.0165678189692586
GIT2	2.93042042624541	2.6256585172172366	1.8795842433266592	2.299548121650026	3.350254266954778	2.168348885494353
GG6L2	2.3576754725856417	1.3664303692264013	1.7897947778191614	1.6345454440774245	2.1355660851819303	2.021538937675524
FREM1	1.6958923447384895	2.191513405344956	0.6573345535747546	3.3816051550004183	2.5681823405657402	2.42171928152565
FRG2C	2.593035460735711	1.7336367209535104	1.7383004647608364	1.5904849931506413	1.7864206617479135	2.0246279753764327
GGPPS	2.7334266817432677	1.6546816774383897	2.2665941674253194	2.074563614971593	2.863359580502667	2.3918563206502412
GLIS3	3.46934989029288	3.748350277764909	1.0427682565887189	1.5694058872867749	2.553457572875966	1.7995214890665419
GIN1	2.468665832619463	1.5328832736602287	2.1979751976369166	2.015897869121466	1.938796443994643	2.3016611093660915
GIMA2	2.3418230155299304	1.3855939500264114	1.8510133734785246	1.6916604715194836	2.208841396959262	2.3396629390153056
GBRG1	0.13977924226545002	2.5117884349986057	1.946644162135105	2.293563038724509	1.8680680616700762	2.0450019982000693
GBRL2	2.086016426496743	1.7876959671166146	2.917498809335937	1.9819533156423572	1.9532536967657845	2.5236545625531903
GBB2	2.813063792396679	1.6770332962904946	2.6309146180589376	2.6725035084315873	2.296834369059437	1.637027950080285
GOG7B	1.9159477116105292	1.6410021931115186	1.9999460452201958	1.5251001861013254	2.1786854186030364	2.035151515146684
GOG8T	2.3576754725856417	1.3664303692264013	1.7897947778191614	1.6345454440774245	2.1355660851819303	2.021538937675524
GLSK	2.8215913786784337	1.675411612349764	2.765383513666049	2.864341711003582	2.4385537087945903	2.119940335467106
GPTC8	3.21053282148512	2.696383587615763	2.39778593426873	2.379372668515192	2.6044040459557296	3.0859864526570213
GP174	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
GT253	1.7688295246583883	1.5920250291300442	1.2990284047720433	2.246668747844099	1.9411659438310815	2.3521380706372588
H2A1J	3.228100741768124	2.423788360426425	2.5265704689909394	2.2483311973537186	0.9860849815009873	2.6348154988892825
H2BFS	2.9185302548512926	2.5664526131892154	2.37604523500503	2.544903530848411	0.8812775434471825	2.6939060951892273
HELLS	3.195825372706845	2.3683987891852007	2.4673063166523908	2.2871284372228025	1.5057255420499707	2.6726598273508264
HUS1B	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
HDAC8	3.3717388247460383	2.7097442876629843	2.358626004863723	2.3941039889589697	1.9919185221407543	2.1821948361280343
HSPB7	2.760097432195503	1.6326577250075673	2.0654736471297626	1.8720741908665828	1.9917510659552728	1.5700631565759111
HLTF	3.886289082851227	3.476756083022459	2.57861528679158	2.5871523300509223	2.611494346898346	3.053182331644635
IGHA2	1.1351032844239266	2.190099310713978	1.3579535769462323	2.8539045680545523	2.1847122223976525	1.5285769617480893
I10R2	0.3600881522238273	2.6930575019887097	1.5624768841543517	2.4941066327873767	2.0359884926306253	1.7645869347013243
I17RC	0.06422880004788167	2.5911542933989513	1.8056475106781946	2.399137212248326	1.774120987100487	1.9670898369307321
IFG15	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
IL23A	1.82690022770023	1.4224692641812253	0.910534022262526	2.6208354193600063	1.8703604011090929	2.326701970778177
IL3RA	0.532739853422173	2.3658547554743703	1.9114362988394176	1.892711206325406	1.876063199868852	2.1738498366512258
IFIT3	2.696512293532706	1.6554211161373669	2.4512087706701795	2.4910834153390673	2.4462706442554287	1.5192543385318904
IFT56	2.3048552525408326	1.6885830307986687	1.8000603326428284	1.8696327453980817	2.4475976223039653	1.5770919229282097
MAP7	2.4329865492129255	2.0208712431889895	3.5255689911438437	2.839119161847475	1.8516089951821255	1.681146330315163
IQCK	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
K0930	2.468665832619463	1.5328832736602287	2.1979751976369166	2.015897869121466	1.938796443994643	2.3016611093660915
ITA11	0.4782356264119294	3.0192325346449405	1.475142159410967	2.535175800409938	2.5503474432403412	2.0095508992420203
K1C10	2.2218883794427953	1.518563176561175	1.904411680941831	2.8588313288865432	1.8488001945748582	2.53495753301066
INP4B	2.316827149417018	1.4085647830151693	1.6813393256612081	1.669332246170381	2.175783901302905	2.2718280653415923
IMPCT	2.635727804079255	1.4319042777142856	2.525148380005843	2.2974870668374074	2.1441268482020024	1.8470962905655697
ITAM	0.24233055931575298	3.172712560431083	1.5941023989187268	2.687929441080773	2.5505356620692994	1.771054535653344
IN80D	3.301516974271895	2.7906660595147272	2.198604108168299	2.025734936031004	0.7961516061445653	2.267747994797229
IZUM4	1.749935727061514	1.4933140048055775	0.9847578159455992	2.563735387602614	1.867683394652611	2.354056203209939
IN80B	3.4806323057362505	3.291695548121714	1.8404088620173154	1.8614078996589212	2.3199999978838943	2.32972766073179
IZUM2	0.6708551300361056	2.2637436054212303	1.9096224538102553	1.835718990130098	1.9487261804011125	2.241991959016213
ITB5	0.5191633726471252	2.8027990832770504	2.0544399969991463	2.9112319977054097	1.8744176008215467	1.9322130346033235
IMDH1	3.2336586368635274	2.6230809481069945	2.357078112732016	2.6665701891403275	2.4778392598587518	1.7395390931917045
INSL5	1.82690022770023	1.4224692641812253	0.910534022262526	2.6208354193600063	1.8703604011090929	2.326701970778177
INAR2	0.16058684849593052	2.626645967226479	2.036142564412241	3.0943455584920874	1.5632708255490977	2.2168100526727694
ITIH2	1.676404961206697	1.6748750982323564	1.2519719011214112	3.334533117772732	1.6039820712462092	2.5534186669801207
JIP3	2.6821486988172145	1.4073273883356912	2.7932500884712046	2.580384317337943	2.2694307682256696	1.840848374879769
KR121	2.369544897275934	1.6785249267477895	1.5818016977760387	1.8464955654133188	2.3624230601628184	1.6930357436460082
ACPH	2.760346044537763	1.4070731525578744	2.730452245944107	2.4953401891886497	2.1101952101995236	2.215820271775869
ABC3H	3.0549897920706086	2.187925932806429	1.9331830614486714	2.012551769575601	2.965360071281834	1.9590327296789465
1A1L1	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
A16A1	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
2A5B	2.755218072263278	1.6162928866208075	2.6291960076811356	2.4177277373955857	1.9576844982885517	1.9754706697653535
ABHDA	2.3176573537907004	1.3766983870623495	1.731610103341628	1.6152055334621553	2.215871972997235	2.384985379125997
A20A3	2.4176297576654107	1.6218136036023023	1.6655843908030783	1.8822685052873103	2.3976218095410267	1.5805396718574398
ABL2	3.1118584756763394	1.837603186331234	3.2370933985817167	2.8910697486684462	2.791215556741815	2.8885046766032207
2ABA	2.486926600513589	1.6682707109480974	1.8117783228452167	1.9737889457976132	2.2530748566611565	1.9239666689788077
ACADM	2.5873385849180197	1.535584283276525	2.58709347744412	2.2644697101108067	1.8957510147289514	2.877711364208212
AARD	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
6PGD	2.75310950731691	1.421650061914593	2.755125005075021	2.424780447221702	2.0347786447003404	2.078027215898369
AA2BR	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
AACS	2.5378637168751808	1.2627245578039363	2.2979213435482184	2.0602715756477186	2.503995365359164	2.0728303994151047
ACLY	3.1763980124676126	2.041347640678841	3.1873080355140933	2.8718530813087275	2.525640020903381	3.198550005315559
AAGAB	2.5731629696828904	1.45464956936708	2.6679588764919155	2.2489051095088985	2.165410942239331	1.8568663294699193
AK1C4	2.476652583655957	1.322162696425945	2.0331852671610484	1.8803617019193746	2.305697740011081	1.6794701906635705
ALG13	2.2947095403874154	1.4944456854035373	1.933779732372987	1.8315931260962297	2.3788529766642377	2.8204573044470416
ADCY3	1.4083275402957718	3.2700237108003862	3.4496337461468296	3.0375550924209676	2.7354276202657704	1.9550388187869325
ANO5	0.5789547594913447	2.484748402308123	2.4995170758411813	1.7345865771026592	2.0779296145628665	2.236797112813947
ARIP4	3.239120994050314	2.615410762623291	2.4124467741619346	2.6192304938746016	1.6312031002090124	2.4940385723674328
CC194	2.1703082463430707	1.3681883363581129	1.4805338020692962	2.024853012656184	2.0569688518269347	2.1003754192813875
C1QT3	1.749935727061514	1.4933140048055775	0.9847578159455992	2.563735387602614	1.867683394652611	2.354056203209939
CAH8	2.708697639571458	2.204261335330105	2.1154455551173053	2.225447939302817	2.8280048369854534	2.897295714105112
CAH4	1.1905307520288313	2.6821020126004775	1.3518414048035872	2.9279561642790486	2.782546927416681	2.561953198071019
CD8B	0.29870212510986316	2.524534817173339	2.0343287193830784	3.0373533422967793	1.6359338060813584	2.284952175037757
CAH5A	2.5504526235218425	2.0626533580889443	1.6737532199529306	1.7541958616765583	3.029663800488862	2.8428269279875176
CHSTA	0.8794672769402296	2.2785838024454246	2.309650429498598	1.4712507865967015	2.17997450713964	2.3996467175235248
CDKL2	2.84255348607628	1.5898177505414648	2.4209767234554103	2.07782342964029	2.342699784686888	2.1999146054406205
CK071	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
CDRT4	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
CN119	2.3104208165698474	1.3912752964190682	1.756282862472542	1.5446457914952074	2.1404554074980515	2.2471923232484974
CNG1O	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
CNN1	2.5286201176992313	1.78826650803613	2.0737648106208333	2.263620930331352	2.2008521683537396	1.8606618435480073
