uniprot	pca0	pca1	pca2	pca3	pca4	pca5
KLH40	2.537067713422945	1.6223675521706544	2.0178457572025708	2.3034899364425323	2.593968166911818	1.4704329405704026
KCNN3	1.2647640739096602	2.296629879836671	3.113053149934503	1.692787668959442	2.018058756579803	2.5134230356416696
KS6C1	2.384495242454165	1.8623080383637145	3.0503750297434813	2.6772870487188927	2.8354493740920286	1.9370649792947863
KNG1	1.7363592462864659	1.9302583326082574	1.1277615141053277	3.5822561789826177	1.8660377956053056	2.1124194011620365
KPCD2	2.785750472054236	3.2203864250580736	2.9236603888987416	2.8219074297816187	3.6358942680880086	2.0093446953533647
KC1G2	2.7181838579600317	1.3890643032481829	2.8806514563314907	2.503236305611115	2.4950755669336173	2.4769477394302792
KCAB2	2.097527067006524	1.751278149811236	3.496030254126784	2.6262291742674893	2.2760311010833547	1.4319912053741484
KVD33	1.1973522600184179	1.7938097907069985	1.3234282221983595	2.6999167419287335	1.9488667027373656	1.9893221128720922
LENEP	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
KVD29	1.1973522600184179	1.7938097907069985	1.3234282221983595	2.6999167419287335	1.9488667027373656	1.9893221128720922
LEG9	2.7573345453000226	1.8137910519226554	1.6797952010029313	2.397880233402197	2.204527520572059	1.211158006597865
LANC3	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
LAMC2	1.625368886252645	1.7638054281744298	0.7195810942875729	3.200903753938576	2.0628074367925926	1.832297229471469
LSME2	1.1677928431955076	2.119321385526728	2.3694086635460296	1.1488390880566457	2.132130851809913	2.104064881110405
LPPRC	2.9371746798760334	3.207295328735376	2.6385573664760775	2.112694566318849	1.3342400794150084	2.0339012746626888
LIN7A	1.6174778101179879	1.8172275105504556	2.2617167812140284	1.6292718694436514	2.2001577314693233	1.8064251904623572
LIPR1	1.945047701888332	1.7486442968374563	0.8231992975191413	2.6619045869825677	2.3847193517188088	2.571665935318873
LICH	1.8203502809448355	1.5978086242784797	1.3304239929830393	2.531617321557105	2.0185939324357447	2.641717158972317
LIRB3	0.28325830555094833	2.956279109063193	2.173400236506906	3.0639856383762445	1.8746058196505049	1.6937166710146472
MAP1B	2.850054998851689	1.657397187377378	2.9249860477464003	3.018858043550429	2.46451113231849	1.5505637742827152
MF14C	1.1052280087991428	2.1420666771795225	2.512219160032102	1.100257130728137	2.1534149458472416	2.1138349200147544
MFAP5	1.5177905854706188	1.609955138312824	0.8688796653342223	3.0928129261679715	1.7917676655969281	2.617754582803038
MGAT3	0.8794672769402296	2.2785838024454246	2.309650429498598	1.4712507865967015	2.17997450713964	2.3996467175235248
MGST1	1.2634262970900236	2.1182600547937755	2.7932255959498007	1.2088614623452911	2.2397250928222734	2.764820343608142
MEST	0.8216355191211548	2.271869845796453	2.2470132001449024	1.4769875050855	2.1269432586914516	2.381124516555207
OLM2B	1.5654146011728765	1.5084221937985287	0.843791481303656	2.9531806927286905	1.8007517124334962	2.273296495289553
OPRK	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
P3C2G	1.9984037654913063	1.5981622186454159	2.3554491215458437	1.7308494248750323	2.5296341373346514	2.6650029640113932
PI3R6	1.8471046159741447	1.693503222951718	2.4460794670968817	1.9594430244881016	2.3842040416393537	1.3420903327574862
PGRP1	1.5173297407833992	1.565133516944016	0.7600087882766164	2.9174077528546993	1.7655529630552877	2.3857925670781217
PGAM5	1.4523165084509961	2.1723654457058372	3.1169464200095085	1.7096908626176952	1.9767163936926855	2.753572276007108
H6ST3	0.8794672769402296	2.2785838024454246	2.309650429498598	1.4712507865967015	2.17997450713964	2.3996467175235248
GRIA3	0.16120003076203449	2.7684627877088945	2.5492919970666676	2.943085793151122	1.660048891870377	2.376447991461997
KV320	1.1973522600184179	1.7938097907069985	1.3234282221983595	2.6999167419287335	1.9488667027373656	1.9893221128720922
KLF3	3.851110087798001	4.19445437962737	1.6987460482903232	2.1867854798955655	2.017440387928597	2.2128549649803255
KLF6	3.46934989029288	3.748350277764909	1.0427682565887189	1.5694058872867749	2.553457572875966	1.7995214890665419
KV137	1.4299582462965321	1.7219902785685601	1.5481772498673418	2.346244376676648	2.050997134334689	1.9575857490039095
LEKR1	2.3576754725856417	1.3664303692264013	1.7897947778191614	1.6345454440774245	2.1355660851819303	2.021538937675524
LHPL3	1.1677928431955076	2.119321385526728	2.3694086635460296	1.1488390880566457	2.132130851809913	2.104064881110405
LTBP3	1.5777448705503874	1.8653383726887252	0.7446692783181392	3.340535987377857	2.0538233899560248	2.176755316984954
LRP3	0.3600881522238273	2.6930575019887097	1.5624768841543517	2.4941066327873767	2.0359884926306253	1.7645869347013243
LRRK2	2.2280975329484933	1.916727956485178	3.0697041041051185	2.656044472329422	2.89513080653801	2.71650823533877
LRAD1	0.8570258653832288	2.5486352820942075	2.0222630938901265	1.8072267307139245	2.2193931640394258	1.626659856795516
LRC29	2.369544897275934	1.6785249267477895	1.5818016977760387	1.8464955654133188	2.3624230601628184	1.6930357436460082
LRC39	2.5846917291252027	1.5208346076563588	1.9927575731720044	2.1638577030032518	2.602952213748386	1.1259748530569182
LRC71	2.369544897275934	1.6785249267477895	1.5818016977760387	1.8464955654133188	2.3624230601628184	1.6930357436460082
LRC8B	0.5023525996327127	2.899616400394789	2.676460393429377	2.529120237840882	2.0713534070112494	1.7729683339454785
LMBD2	0.8294773699952751	2.4684959222185143	2.9135894749397138	2.051063367014198	1.9011394901541956	1.9797891419351037
LMBL4	3.3334265100032443	3.4940485243547625	1.1404526691293984	1.6562326560767824	2.708427864673861	1.8335983668002753
LMBR1	1.0777624269710515	2.164721212434381	2.4550052016022317	1.241604244125945	2.094666620655861	1.9234266869568488
LIRB1	0.22054113357569904	2.88202920160238	1.911932177396158	3.3420686197019727	1.8253265499081943	1.7758107868546853
MALT1	2.871600036566183	2.0895925490226444	2.522652088285361	3.263853277911101	1.982388531447129	1.9291123514632242
LYSC	1.8345976096083023	1.4527139761933148	0.9947321401892177	2.866800334640226	1.9719916691499164	2.696457042380593
M3K20	3.2376187286125546	2.060301770055152	3.164452613683604	2.838716515878451	2.612354342527503	3.0753976109410313
MAGC3	2.5286201176992313	1.78826650803613	2.0737648106208333	2.263620930331352	2.2008521683537396	1.8606618435480073
MAGB5	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
MED17	2.9202176214539937	2.389383579021075	1.6514971935243006	1.5837605167354858	1.3583834936335744	2.0863765346083616
NPIA1	2.1368277257537107	1.9742425133459351	2.175044921674983	1.4682307177200244	1.8860228385845568	1.935514519963374
NPIA2	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
NEAS1	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
NPIA3	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
NPIA5	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
NPIA7	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
NPIA8	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
NEB1	2.722467836575259	1.3234224118887892	2.7186834872820227	2.4324902312036967	2.256897190193805	1.5418878868766637
NPIB2	2.593035460735711	1.7336367209535104	1.7383004647608364	1.5904849931506413	1.7864206617479135	2.0246279753764327
NPIB3	1.1677928431955076	2.119321385526728	2.3694086635460296	1.1488390880566457	2.132130851809913	2.104064881110405
LY75	0.5191633726471252	2.8027990832770504	2.0544399969991463	2.9112319977054097	1.8744176008215467	1.9322130346033235
MALD1	1.5384314714428513	2.4202926854688482	3.187559504709748	1.801418020267222	1.9919261899023546	1.3398152580660092
MACOI	1.2547942405244092	2.6939961774212193	2.871385590470042	1.8869847542970648	1.6398995954311997	2.1758366668698983
NEB2	2.374239907094256	1.9925707793942689	3.239314205567287	2.5750031800329034	2.085347285870088	0.969387135260771
NPIB6	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
NDST1	0.6545586725701875	2.380648026595952	2.169099519756307	2.070888067129007	2.1794753435831407	2.8011381529941235
NPIB8	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
NOP16	3.0921773614784875	2.1694866070162786	2.624254881531619	2.3351579661437256	1.1410552732988823	2.668892376623016
NEBL	2.536606868735726	1.5775459308018462	1.908974880144965	2.12808476312926	2.5677534643701776	1.2384709248454864
NPY42	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
NPY4R	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
NDST2	0.6540978278829679	2.335826405227144	2.0602286426987013	1.8954828938157346	2.1532606410415003	2.5691761372692072
NEBU	2.5752620408422526	1.5257753881218368	2.0187272943941053	2.2273149876215577	2.6453250569837716	1.045758592945149
NDST4	0.6540978278829679	2.335826405227144	2.0602286426987013	1.8954828938157346	2.1532606410415003	2.5691761372692072
MAD4	3.05568015705641	2.5988637110624135	1.4449419039260158	1.3215285746322065	1.1771984992940392	1.8203376411497119
NQO1	2.8584127811610784	1.7682667982884053	2.6891630588626527	2.497741294528165	1.7696805550637118	2.092803666577354
NDK8	2.5101941402650443	1.7064767505620164	1.9741804363743851	1.8455909105997015	2.9656750051450524	3.008850422869498
MCM8	2.956942576575941	2.0684866290420785	2.4815133593788135	2.346658378287231	1.7698083715298465	2.921292477898649
MATK	2.324540957374396	1.6069248039878132	3.174585416759564	2.429563987509007	2.573393649732932	2.3780642451128706
MCTS1	2.962449120110318	2.042829514413042	2.3294742317117016	2.11535741710898	1.689874977546023	1.6768828340725823
MCPH1	2.7343372612655505	1.6355169694101774	2.5106904072389	2.6444403525395908	2.483754165174693	1.2133846928471481
LYPD4	1.24305921643472	2.194287673168065	1.5349096879760977	2.6124567900554982	2.2575246903822905	1.493582963645732
LV136	1.1973522600184179	1.7938097907069985	1.3234282221983595	2.6999167419287335	1.9488667027373656	1.9893221128720922
MKKS	2.8604245822084735	1.5662706650743576	2.548833014823679	2.3266194624004966	2.2938349864585903	2.0026730491520235
MFF	1.3757831283819646	2.1404852477167613	2.9954252470982836	1.5476106801404446	2.0458467810733727	2.27235222300824
MKX	2.7289588410253467	1.9879384743636572	1.6406160522201572	1.5036582243606338	1.6314503699500185	1.9905510976426992
NTM2F	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
NSF1C	2.9578278247253276	1.6906287636158983	2.6671891742236977	2.388429780276913	1.9077517667597883	1.5449769245775726
NSF	2.937094102628494	1.9519385726207923	2.926453707057882	2.915460334420932	3.106191604553748	2.4229152181543645
OS9	1.5362235383802738	1.6638445412684824	1.0742793771030603	2.600341113096184	1.8390355122337585	2.3838744345054415
OSTA	0.9845747877478892	2.4297494011176592	3.175945042100352	1.6311524778842184	2.0162355523032813	2.123140639595435
O6C74	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
OPALI	0.6223172891825002	2.4154656640756613	2.33784366906788	1.5981650622221735	2.027511632585066	1.924659113821673
O5AC2	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
P5F1B	3.2147553774797073	2.708605292350754	1.9369050167708104	1.7386539395502394	1.0156276074849606	1.987963741051711
PCBP1	3.455116998307684	2.578192598856383	2.7295332643437824	2.7776434562795456	1.4534711100674431	1.7392514142706765
PCKGC	3.000401199305979	1.9357252421514284	3.0604087263475046	2.6658339593310685	2.648023679371838	2.973660712570595
PCD12	0.591723241154966	2.7529201607796097	2.2437382370935834	3.106809211567852	2.026334664579418	2.044178561076406
PCDGI	0.49490434801969796	2.6726068655832744	1.9043723063019316	2.236195692010819	2.210970123589167	1.5624963296094527
PACRG	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
PCDB6	0.3804458359296856	3.070601410377943	1.5922885538895644	2.630937224885465	2.62319864260156	1.8391966580183312
PABP4	2.918367066240847	2.0236500326643063	2.5649526718465694	2.7454643557380503	2.0317362794228084	1.65180440075927
PCFT	1.0037321945941002	2.481540946639969	3.638637962894457	2.5509962212252053	2.0094217380606536	2.110383374885216
PCDH7	0.6539795684429961	2.7823484468716146	2.396335419146726	2.6533210569288515	2.049399231780088	1.7301224295114517
PCGF3	3.2734722249234753	3.238665289978861	1.2646630561454815	1.408509594866897	2.4463721403147645	2.2745976326183595
PARVB	2.1026644832450017	1.994170308334035	2.99903274555545	2.7952408124215893	2.6261509349067844	0.7502909753189149
P3C2B	2.169182144016093	1.9856193939308913	2.8866734531069396	2.1179210937762303	2.445409365751321	1.9427107308018934
PERT	0.5568574626333127	2.7065597715847076	1.7064095784554938	2.405865696318017	2.3871694019551457	2.750654303150008
KCD12	1.9543747578365693	1.8812823967843941	2.9162941610226447	2.2939917093877593	1.9718450102250724	2.069498317170658
KCD20	2.476652583655957	1.322162696425945	2.0331852671610484	1.8803617019193746	2.305697740011081	1.6794701906635705
KT222	2.3576754725856417	1.3664303692264013	1.7897947778191614	1.6345454440774245	2.1355660851819303	2.021538937675524
LAMA1	1.7844441066759429	1.8735470094627702	1.2115442071323674	3.618029118856609	1.901236544983514	1.9999233293734682
LSR	0.7202417336305815	2.5564736547927893	2.7573968332587637	2.1293826750929066	1.7959547667002087	1.996788858926923
LIPI	0.895479155009659	1.9667187554818781	1.257101106139142	3.2424539907036465	1.945690532724384	2.418167780774453
LIN37	2.8087325129389416	1.8589915784346562	2.5919665015629043	2.343445477196518	1.4550019473546907	2.7782994107106758
LONM	2.5152527119867796	1.6163836232192959	2.0075326442457246	1.883693811713764	2.2854140090890636	2.976230725868714
LMO7D	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
MALL	1.1677928431955076	2.119321385526728	2.3694086635460296	1.1488390880566457	2.132130851809913	2.104064881110405
MCHL1	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
MAML1	3.1962137004277267	2.444049323140915	2.264566054380668	1.952774088724541	1.0612496957811934	2.252971544118244
MB211	2.7940998334918095	2.061793400512447	2.1153396934007054	2.012708572860182	2.6779430336308847	3.1314054045067543
M3K11	2.816793315146328	1.5926769949440749	2.8661934835645475	2.850189591313298	2.834702883906308	1.843236141711857
METL8	2.781342352857056	1.6492558891634732	2.1562406470682403	1.8979135559119458	2.1444021593388047	1.8065543966890862
METH	2.9569588167725716	2.3752637379159687	2.409175350408626	2.7805995632740075	3.4480420589354415	2.238222869599681
MORC4	2.994835769281889	2.5710287301346173	1.5441198974666621	1.6264121844693156	2.9358227603489526	2.3323150173227782
MEF2D	3.5548220577991865	3.0347135971251817	2.330896320696798	2.066201547625291	0.5318331108450083	2.464602042396295
MOT10	1.028398162126264	2.4052882842540058	3.1231425123846566	1.6701361363170049	1.992032272867121	2.042964656328077
MPU1	1.2830248418037864	2.4320173171245396	2.726856275142803	1.6506787456355891	2.3323371692463164	2.1357285952543856
MOST1	2.039186308691946	1.5644843140292286	2.379921757304818	1.7677057253844803	2.408219102246556	1.66076267961352
MOT9	0.869322941702966	2.295546702965665	2.631179399539862	1.253010771398972	2.1536031646761997	1.8753385564260778
MPIP3	2.876728921617517	1.8185471770854398	2.435567443543895	2.2054634804199162	1.590918131936356	2.560978056488731
MRTFB	3.0999856328243105	3.1320022235079317	2.007651180193346	2.6058032706095737	0.988598641828065	1.7733432534905211
MPC1	1.2239007610977	2.1447676867958183	2.901337439839306	1.3488289717174777	2.11036951658155	2.689885174856875
MO2R2	0.3001338671440583	2.4376742676128087	1.686687271170435	2.246383571577491	1.773932768271529	2.2055862005194085
MTR1B	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
MTG8R	3.7033172828180736	3.628058068695834	2.004423540874125	2.0616621273496785	1.945553704745604	2.5754350367435745
MOC2B	2.657433569428027	1.4933240632389997	2.724786257001926	2.498731605196043	2.3229926441271744	2.315549546403661
MUC1	0.80916323018897	2.9894340841849187	2.269579894704636	3.558378090169815	1.7893732605920059	1.2799810563314915
NBPF1	2.5846917291252027	1.5208346076563588	1.9927575731720044	2.1638577030032518	2.602952213748386	1.1259748530569182
MYORG	1.1055412123479202	2.6271864957468836	2.388172457171222	1.6441051673459803	1.8392112871772834	2.5036794981924637
MYRF	1.9007144437555437	3.324468950964664	2.735746396801545	1.8198042668017727	1.361170074807315	1.963259198709452
MYO9B	3.3147304062686085	2.4032166241695836	2.811222541401074	2.987570797970904	3.7221056856221533	2.145362868877827
NDF4	3.2147553774797073	2.708605292350754	1.9369050167708104	1.7386539395502394	1.0156276074849606	1.987963741051711
NARF	2.752110681159009	1.8433783022418508	2.230263577605631	2.0076103580686744	1.6248497699388347	2.192254075278432
MY18B	3.028468646227502	1.626249844528412	2.905955529388767	2.504882369386951	2.0636765488724857	2.0185533934408757
NAA30	3.057799276518009	1.7487432546521213	2.8781803849822127	2.442332301214273	1.8734830640280642	2.2051114219238848
MYO1D	2.809585280880802	1.6276532617193649	3.1139093293128974	2.8755505621446944	2.580306556548667	1.9144443381140206
MYO3B	2.6555932843842935	1.470248226053819	2.44967850910047	2.504783363708537	3.0601642438192056	1.5498961821877097
MYO1G	1.8565106706324954	1.7121026768740453	2.68906712456502	2.0567762181980704	2.3317135273822345	2.2952324260201933
NICA	0.43870998844521036	2.380384738928477	1.7937443031988785	2.3647965286954555	1.8728104513454298	2.505690338609312
MXRA7	1.326868063618805	2.2290629668150683	2.861371776390824	1.5659644529746788	1.970559960000834	2.2716909810124037
NID1	1.5772840258631682	1.820516751319917	0.6357984012605333	3.165130814064585	2.0276086874143844	1.9447933012600376
NOS2	2.9947890345280537	2.242849326921875	2.4377954881039186	2.4518726342636645	2.820678188737722	2.3391432587794574
NFIP2	1.506312616882597	2.6688348100974912	2.8412090170500335	1.9339281847427425	2.0461733344464803	1.9590660943941034
NDUF8	2.078275674978952	1.5079164299263148	1.640404711861165	2.073723330060565	2.064539678442369	2.5108907028415963
NFAC3	3.559153337256924	2.85275531498102	2.3698444371928313	2.395259578860361	1.3736655325497542	1.3233305817659047
NOXO1	1.7399969295941213	2.0498654532735623	1.9946958977118723	1.9255768879820458	2.440929361791091	1.3556558857399235
NRSN2	1.1677928431955076	2.119321385526728	2.3694086635460296	1.1488390880566457	2.132130851809913	2.104064881110405
NREP	2.635727804079255	1.4319042777142856	2.525148380005843	2.2974870668374074	2.1441268482020024	1.8470962905655697
NRK1	2.5101941402650443	1.7064767505620164	1.9741804363743851	1.8455909105997015	2.9656750051450524	3.008850422869498
O6C75	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
O4F15	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
O10A4	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
O10G7	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
O11H6	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
O13C3	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
O10Q1	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
OR5DI	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
OR1E2	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
ODB2	2.608583505579573	1.5521824474324308	2.677860477382598	2.29030907515617	2.0484021081124832	3.1142026043213873
OR4S1	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
OR7A2	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
OR1FC	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
OR6C6	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
OR3A1	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
PAQRA	1.0296775665815747	2.221432535579868	2.371222508575192	1.2058313042519537	2.0594678712776524	2.0359227587454174
PCMD1	2.0830096830703213	1.5400231971655751	2.3271192275891224	1.8066893838172668	2.3840158228103956	1.5805866963461623
PARD3	2.27071670189809	1.984713578359579	3.3462148023285563	3.0619931686798756	2.5143257152211524	1.2264017042102104
PHF14	3.105020542937756	3.018732360936844	1.9598162291564294	2.464029409466792	2.9406092244382793	2.5265523332947057
PF21B	2.7113909207423434	2.260533701552995	1.511831517497948	1.6346996955221076	3.2497694344047607	2.4417220514104376
PR23C	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
POTEE	2.4176297576654107	1.6218136036023023	1.6655843908030783	1.8822685052873103	2.3976218095410267	1.5805396718574398
H1FNT	2.9492451946678684	2.038241917029989	2.397315241452122	2.1006934630070107	1.668177103489023	2.551537406296233
GSLG1	1.0956017791054913	2.4761188824595193	2.714300776257033	2.8813868384662555	2.332113009772084	1.3213416423992688
GT252	1.7900744453199413	1.60862319328595	1.3897954047105208	2.272508112889462	2.0938170372146137	2.588629310750434
LHX5	3.3552054044009543	3.480803385739383	1.1293309973327157	1.6033965327101707	2.302247914102306	1.7430109643457319
LIPL	1.0136266291977611	2.292893788138109	1.1697663813957575	3.2835231583262074	2.4600494833341	2.663131745315149
LRP8	0.34003140175972235	3.0664178105089017	2.01597980507145	3.4623092902601513	1.6388841999947439	1.904185166054469
MECP2	3.392552210484351	2.9985559322957713	2.1515421318815107	2.2890755544576913	1.1945498308840352	2.0098574162913425
MBD6	2.593035460735711	1.7336367209535104	1.7383004647608364	1.5904849931506413	1.7864206617479135	2.0246279753764327
MAGA9	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
MAGF1	2.309590612196165	1.4231416923718885	1.706012084792122	1.598772504203433	2.1003673358037216	2.1340350094640925
MED12	3.1966745451149463	2.4888709445097232	2.3734369314382735	2.128179262037813	1.0874643983228338	2.48493355984316
LVK55	1.1973522600184179	1.7938097907069985	1.3234282221983595	2.6999167419287335	1.9488667027373656	1.9893221128720922
LV319	1.1973522600184179	1.7938097907069985	1.3234282221983595	2.6999167419287335	1.9488667027373656	1.9893221128720922
NOP14	2.752110681159009	1.8433783022418508	2.230263577605631	2.0076103580686744	1.6248497699388347	2.192254075278432
LX15B	2.2873521108083197	2.2784027415095616	2.500785536571352	2.0914549055501688	2.6621879108068556	1.2849349313101848
LV322	0.8877817731015869	1.9364740434697887	1.1729029882124502	2.996489075423426	1.8440592646835605	2.048412709172037
MARH9	1.5427532120137617	3.030022882009228	2.1822124031632937	1.174832704546692	3.398985294416275	2.7607392349584936
MARH4	1.3553859857711905	3.03178084914094	1.8729514274134282	1.5651402731254516	3.32038806106128	2.8395757165643576
MGT4B	1.0456996115178088	2.548047511956168	2.306098397782253	1.5480928940932543	2.7295322071275643	2.532114610275652
MMAA	2.517412573271477	1.2829932701397375	2.3126554514545625	2.1650878718074194	2.555891140901775	2.3680105056016045
MSTO1	2.243375952554521	1.662720003869904	2.978223995171942	2.3450932093403463	2.288747705237287	2.0933321257574824
MTG8	3.5684708256364086	3.602708624677348	1.6589417564495967	1.7388081909949225	2.129830956707791	2.408146854786625
MVD1	2.8147814852233535	1.407033544661393	3.1287319585197966	2.7800954942633185	2.2592909725900636	2.7033494403748195
MYPT2	2.7343372612655505	1.6355169694101774	2.5106904072389	2.6444403525395908	2.483754165174693	1.2133846928471481
NAA16	2.369544897275934	1.6785249267477895	1.5818016977760387	1.8464955654133188	2.3624230601628184	1.6930357436460082
MYL4	2.370005741963153	1.7233465481165977	1.6906725748336444	2.021900738726591	2.3886377627044584	1.9249977593709242
NAA60	2.0545743355097374	1.6473461414677324	2.3206896702278517	1.6782329315309827	2.2219883084849066	2.5025736805926586
NAA20	2.781342352857056	1.6492558891634732	2.1562406470682403	1.8979135559119458	2.1444021593388047	1.8065543966890862
MYG	2.5242484724112004	1.881803597969254	2.253450969379605	2.0083850794155187	2.4744394886416874	2.556395112811137
MYLK	2.8180525406424533	2.0125517577059444	2.968405371659681	3.6193488151987827	3.2276883700624985	2.4571155515563032
NKX61	3.05568015705641	2.5988637110624135	1.4449419039260158	1.3215285746322065	1.1771984992940392	1.8203376411497119
NP7	2.593035460735711	1.7336367209535104	1.7383004647608364	1.5904849931506413	1.7864206617479135	2.0246279753764327
NEUS	1.7503965717487333	1.5381356261743857	1.0936286930032046	2.739140560915886	1.8938980971942512	2.5860182189348553
NLRX1	2.0379433342832045	1.8050808929125912	2.1907425122717026	1.8986064083313292	2.679126840004546	2.100669771864539
NHRF2	2.1825169985569652	2.4701020631435253	2.518947390525381	2.334414741847287	1.965411795926204	1.413874951554263
NMDZ1	0.16120003076203449	2.7684627877088945	2.5492919970666676	2.943085793151122	1.660048891870377	2.376447991461997
NECT4	0.06192675783962054	2.8171092416828474	1.5288399416089686	3.1003484280972122	2.0131121442589133	1.8401467026776024
NECA3	2.586813306807565	1.8590583063164594	2.110640472893532	2.0569670367440276	2.4531553946043587	2.5466250739067875
NOX1	0.6757751186355014	2.751698800782771	2.468767579191285	1.6623714098294975	2.627045145335929	2.0536792576445704
NOMO1	0.7861069760810284	2.397946303573224	2.4543880963707454	2.2138606966153445	1.811358568028194	2.48979404218557
NOL11	2.919756776766774	2.344561957652267	1.5426263164666951	1.4083553434222138	1.332168791091934	1.8544145188834453
OIT3	1.8634917612981945	1.949878452986451	1.0537652273560794	2.6310372604761785	1.50088555874179	2.1942914171504238
O56B2	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
O51F1	0.5611665132072836	2.446732073504449	2.265433720413969	1.712257310174874	1.9575256585092875	1.8291627590249238
OAS1	2.8549906182844405	1.8343375966477162	2.1752472469973934	2.303865207447567	2.8720708166847833	2.7203059828731173
OLFL1	1.5654146011728765	1.5084221937985287	0.843791481303656	2.9531806927286905	1.8007517124334962	2.273296495289553
ORC5	2.773736862138958	1.8585871912380239	2.1070841688232993	1.8906355374371635	1.798275937182546	2.5463625633277505
PCSK5	0.6753287803614783	2.4303000229795995	1.4992712485525095	2.43208477463266	2.236919200517082	2.020879864915667
PBX3	3.05568015705641	2.5988637110624135	1.4449419039260158	1.3215285746322065	1.1771984992940392	1.8203376411497119
PDCD7	2.7010746062049567	1.9323086321839245	1.6978727707717927	1.8739809942345182	2.0836751354852185	1.47113263776978
PAI1	1.749935727061514	1.4933140048055775	0.9847578159455992	2.563735387602614	1.867683394652611	2.354056203209939
PAIRB	3.2592393329382796	2.068507611070335	2.951428063900545	2.6167471638596673	1.3463856775062415	2.2143275578224944
OR6T1	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
OR6V1	0.2515960262904531	2.5893963262672393	2.11490848642806	2.0088296436695665	1.8527182204554826	1.8882533553248686
